date,sku_id,true_demand,point_forecast,interval_lower,interval_upper,alpha_t,reliability_score,risk_tier,escalation,safety_stock_aci,safety_stock_qr,is_volatile,calibration_health,covered
2016-01-08,HOBBIES_1_287_CA_1_evaluation,5.0,1.8,-0.0,3.7,0.0289,51.4,Low,Escalate to Procurement,4.93,7.53,1,Degrading,0
2016-01-09,HOBBIES_1_287_CA_1_evaluation,1.0,2.4,0.5,4.2,0.028,51.4,Low,Escalate to Procurement,4.93,10.2,1,Degrading,1
2016-01-10,HOBBIES_1_287_CA_1_evaluation,1.0,2.2,0.4,4.1,0.0281,51.4,Low,Escalate to Procurement,4.93,11.04,1,Degrading,1
2016-01-11,HOBBIES_1_287_CA_1_evaluation,1.0,1.5,-0.4,3.3,0.0282,51.4,Low,Escalate to Procurement,4.93,7.45,1,Degrading,1
2016-01-12,HOBBIES_1_287_CA_1_evaluation,2.0,1.2,-0.7,3.0,0.0283,51.4,Low,Escalate to Procurement,4.93,6.57,1,Degrading,1
2016-01-13,HOBBIES_1_287_CA_1_evaluation,2.0,1.2,-0.7,3.0,0.0284,51.4,Low,Escalate to Procurement,4.93,6.39,1,Degrading,1
2016-01-14,HOBBIES_1_287_CA_1_evaluation,1.0,1.3,-0.6,3.1,0.0285,51.4,Low,Escalate to Procurement,4.93,7.23,1,Degrading,1
2016-01-15,HOBBIES_1_287_CA_1_evaluation,0.0,1.7,-0.2,3.5,0.0286,51.4,Low,Escalate to Procurement,4.93,6.99,1,Degrading,1
2016-01-16,HOBBIES_1_287_CA_1_evaluation,2.0,1.5,-0.4,3.3,0.0287,51.4,Low,Escalate to Procurement,4.93,8.22,1,Degrading,1
2016-01-17,HOBBIES_1_287_CA_1_evaluation,1.0,1.7,-0.1,3.6,0.0288,51.4,Low,Escalate to Procurement,4.93,7.72,1,Degrading,1
2016-01-18,HOBBIES_1_287_CA_1_evaluation,0.0,1.2,-0.6,3.1,0.0289,51.4,Low,Escalate to Procurement,4.93,6.97,1,Degrading,1
2016-01-19,HOBBIES_1_287_CA_1_evaluation,2.0,1.1,-0.8,2.9,0.029,66.4,Low,Manual Review,4.93,6.37,0,Degrading,1
2016-01-20,HOBBIES_1_287_CA_1_evaluation,0.0,1.1,-0.8,2.9,0.0291,53.2,Low,Escalate to Procurement,4.93,6.89,1,Degrading,1
2016-01-21,HOBBIES_1_287_CA_1_evaluation,2.0,1.1,-0.8,3.0,0.0292,53.2,Low,Escalate to Procurement,4.93,6.55,1,Degrading,1
2016-01-22,HOBBIES_1_287_CA_1_evaluation,3.0,1.2,-0.7,3.0,0.0293,68.2,Low,Manual Review,4.93,6.96,0,Degrading,1
2016-01-23,HOBBIES_1_287_CA_1_evaluation,3.0,1.9,0.0,3.8,0.0294,70.0,Low,Standard Reorder,4.93,8.85,0,Degrading,1
2016-01-24,HOBBIES_1_287_CA_1_evaluation,0.0,2.0,0.1,3.8,0.0295,70.0,Low,Standard Reorder,4.93,8.72,0,Degrading,0
2016-01-25,HOBBIES_1_287_CA_1_evaluation,0.0,1.2,-0.6,3.1,0.0286,55.0,Low,Manual Review,4.93,6.47,1,Degrading,1
2016-01-26,HOBBIES_1_287_CA_1_evaluation,1.0,1.2,-0.7,3.0,0.0287,55.0,Low,Manual Review,4.93,6.39,1,Degrading,1
2016-01-27,HOBBIES_1_287_CA_1_evaluation,3.0,1.1,-0.7,3.0,0.0288,55.0,Low,Manual Review,4.93,6.14,1,Degrading,1
2016-01-28,HOBBIES_1_287_CA_1_evaluation,2.0,1.2,-0.7,3.0,0.0289,56.8,Low,Manual Review,4.93,6.47,1,Degrading,1
2016-01-29,HOBBIES_1_287_CA_1_evaluation,4.0,1.5,-0.3,3.4,0.029,55.0,Low,Manual Review,4.93,6.92,1,Degrading,0
2016-01-30,HOBBIES_1_287_CA_1_evaluation,1.0,2.1,0.2,3.9,0.0281,71.8,Low,Standard Reorder,4.93,8.43,0,Degrading,1
2016-01-31,HOBBIES_1_287_CA_1_evaluation,0.0,1.2,-0.6,3.1,0.0282,73.6,Low,Standard Reorder,4.93,5.22,0,Degrading,1
2016-02-01,HOBBIES_1_287_CA_1_evaluation,1.0,1.1,-0.8,3.0,0.0283,60.3,Low,Manual Review,4.93,5.19,1,Degrading,1
2016-02-02,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.9,0.0284,60.4,Low,Manual Review,4.93,4.89,1,Degrading,1
2016-02-03,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0285,60.4,Low,Manual Review,4.93,4.83,1,Degrading,1
2016-02-04,HOBBIES_1_287_CA_1_evaluation,2.0,1.0,-0.8,2.9,0.0286,62.1,Low,Manual Review,4.93,5.2,1,Degrading,1
2016-02-05,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.8,2.9,0.0287,63.9,Low,Manual Review,4.93,5.78,1,Degrading,1
2016-02-06,HOBBIES_1_287_CA_1_evaluation,3.0,1.1,-0.7,3.0,0.0288,62.2,Low,Manual Review,4.93,5.35,1,Degrading,0
2016-02-07,HOBBIES_1_287_CA_1_evaluation,1.0,1.1,-0.8,2.9,0.0279,62.1,Low,Manual Review,4.92,5.15,1,Degrading,1
2016-02-08,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.028,62.1,Low,Manual Review,4.93,5.04,1,Degrading,1
2016-02-09,HOBBIES_1_287_CA_1_evaluation,2.0,1.0,-0.9,2.8,0.0281,62.1,Low,Manual Review,4.93,4.65,1,Degrading,1
2016-02-10,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0282,62.1,Low,Manual Review,4.93,4.67,1,Degrading,1
2016-02-11,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0283,62.1,Low,Manual Review,4.93,4.69,1,Degrading,1
2016-02-12,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0284,62.1,Low,Manual Review,4.93,5.44,1,Degrading,1
2016-02-13,HOBBIES_1_287_CA_1_evaluation,2.0,1.0,-0.8,2.9,0.0285,62.1,Low,Manual Review,4.93,5.39,1,Degrading,1
2016-02-14,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.8,2.9,0.0286,62.1,Low,Manual Review,4.93,5.32,1,Degrading,1
2016-02-15,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0287,62.1,Low,Manual Review,4.93,4.9,1,Degrading,1
2016-02-16,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0288,62.2,Low,Manual Review,4.93,4.44,1,Degrading,1
2016-02-17,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0289,62.2,Low,Manual Review,4.93,4.39,1,Degrading,1
2016-02-18,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.9,0.029,62.2,Low,Manual Review,4.93,4.63,1,Degrading,1
2016-02-19,HOBBIES_1_287_CA_1_evaluation,0.0,1.1,-0.8,3.0,0.0291,62.2,Low,Manual Review,4.93,5.14,1,Degrading,1
2016-02-20,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.9,0.0292,62.2,Low,Manual Review,4.93,5.41,1,Degrading,1
2016-02-21,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.9,0.0293,64.0,Low,Manual Review,4.93,4.59,1,Degrading,1
2016-02-22,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0294,64.0,Low,Manual Review,4.93,4.18,1,Degrading,1
2016-02-23,HOBBIES_1_287_CA_1_evaluation,4.0,0.4,-1.5,2.2,0.0295,62.2,Low,Manual Review,4.93,4.2,1,Degrading,0
2016-02-24,HOBBIES_1_287_CA_1_evaluation,1.0,0.9,-0.9,2.8,0.0286,62.1,Low,Manual Review,4.93,4.71,1,Degrading,1
2016-02-25,HOBBIES_1_287_CA_1_evaluation,1.0,0.4,-1.5,2.2,0.0287,62.1,Low,Manual Review,4.93,4.59,1,Degrading,1
2016-02-26,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0288,63.9,Low,Manual Review,4.93,5.12,1,Degrading,1
2016-02-27,HOBBIES_1_287_CA_1_evaluation,3.0,1.0,-0.9,2.9,0.0289,62.2,Medium,Manual Review,4.93,4.01,1,Degrading,0
2016-02-28,HOBBIES_1_287_CA_1_evaluation,2.0,1.0,-0.9,2.8,0.028,62.1,Low,Manual Review,4.93,4.72,1,Degrading,1
2016-02-29,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0281,62.1,Low,Manual Review,4.93,4.47,1,Degrading,1
2016-03-01,HOBBIES_1_287_CA_1_evaluation,3.0,0.4,-1.5,2.3,0.0282,60.3,Medium,Manual Review,4.93,3.84,1,Degrading,0
2016-03-02,HOBBIES_1_287_CA_1_evaluation,0.0,0.9,-0.9,2.8,0.0273,60.3,Low,Manual Review,4.92,4.15,1,Degrading,1
2016-03-03,HOBBIES_1_287_CA_1_evaluation,1.0,0.9,-0.9,2.8,0.0274,60.3,Low,Manual Review,4.92,4.36,1,Degrading,1
2016-03-04,HOBBIES_1_287_CA_1_evaluation,2.0,0.9,-0.9,2.8,0.0275,60.3,Low,Manual Review,4.92,4.79,1,Degrading,1
2016-03-05,HOBBIES_1_287_CA_1_evaluation,2.0,0.9,-0.9,2.8,0.0276,62.1,Low,Manual Review,4.92,4.96,1,Degrading,1
2016-03-06,HOBBIES_1_287_CA_1_evaluation,1.0,0.9,-0.9,2.8,0.0277,62.1,Low,Manual Review,4.92,4.65,1,Degrading,1
2016-03-07,HOBBIES_1_287_CA_1_evaluation,0.0,0.8,-1.0,2.7,0.0278,62.1,Low,Manual Review,4.92,4.28,1,Degrading,1
2016-03-08,HOBBIES_1_287_CA_1_evaluation,2.0,1.0,-0.9,2.8,0.0279,62.1,Low,Manual Review,4.92,4.52,1,Degrading,1
2016-03-09,HOBBIES_1_287_CA_1_evaluation,0.0,0.8,-1.1,2.6,0.028,62.1,Low,Manual Review,4.93,4.1,1,Degrading,1
2016-03-10,HOBBIES_1_287_CA_1_evaluation,1.0,0.4,-1.4,2.3,0.0281,62.1,Medium,Manual Review,4.93,4.02,1,Degrading,1
2016-03-11,HOBBIES_1_287_CA_1_evaluation,1.0,0.8,-1.1,2.6,0.0282,62.1,Low,Manual Review,4.93,4.61,1,Degrading,1
2016-03-12,HOBBIES_1_287_CA_1_evaluation,1.0,1.1,-0.8,3.0,0.0283,62.1,Low,Manual Review,4.93,4.81,1,Degrading,1
2016-03-13,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0284,62.1,Low,Manual Review,4.93,4.85,1,Degrading,1
2016-03-14,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0285,62.1,Low,Manual Review,4.93,4.37,1,Degrading,1
2016-03-15,HOBBIES_1_287_CA_1_evaluation,0.0,0.5,-1.4,2.3,0.0286,62.1,Medium,Manual Review,4.93,4.04,1,Degrading,1
2016-03-16,HOBBIES_1_287_CA_1_evaluation,1.0,0.2,-1.7,2.1,0.0287,62.1,Medium,Manual Review,4.93,4.07,1,Degrading,1
2016-03-17,HOBBIES_1_287_CA_1_evaluation,0.0,0.4,-1.5,2.3,0.0288,62.2,Medium,Manual Review,4.93,4.11,1,Degrading,1
2016-03-18,HOBBIES_1_287_CA_1_evaluation,0.0,0.4,-1.4,2.3,0.0289,62.2,Low,Manual Review,4.93,4.71,1,Degrading,1
2016-03-19,HOBBIES_1_287_CA_1_evaluation,2.0,0.2,-1.6,2.1,0.029,62.2,Low,Manual Review,4.93,4.26,1,Degrading,1
2016-03-20,HOBBIES_1_287_CA_1_evaluation,2.0,0.3,-1.6,2.1,0.0291,62.2,Low,Manual Review,4.93,4.76,1,Degrading,1
2016-03-21,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0292,62.2,Low,Manual Review,4.93,5.05,1,Degrading,1
2016-03-22,HOBBIES_1_287_CA_1_evaluation,1.0,0.4,-1.5,2.3,0.0293,64.0,Low,Manual Review,4.93,4.63,1,Degrading,1
2016-03-23,HOBBIES_1_287_CA_1_evaluation,2.0,0.4,-1.5,2.3,0.0294,64.0,Medium,Manual Review,4.93,3.41,1,Degrading,1
2016-03-24,HOBBIES_1_287_CA_1_evaluation,0.0,0.4,-1.5,2.3,0.0295,64.0,Medium,Manual Review,4.93,4.0,1,Degrading,1
2016-03-25,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0296,64.0,Medium,Manual Review,4.93,3.98,1,Degrading,1
2016-03-26,HOBBIES_1_287_CA_1_evaluation,2.0,1.0,-0.9,2.8,0.0297,65.8,Low,Manual Review,4.93,4.17,1,Degrading,1
2016-03-27,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0298,65.8,Medium,Manual Review,4.93,3.92,1,Degrading,1
2016-03-28,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0299,65.8,Medium,Manual Review,4.94,3.62,1,Degrading,1
2016-03-29,HOBBIES_1_287_CA_1_evaluation,0.0,0.4,-1.5,2.2,0.03,67.6,Medium,Manual Review,4.94,3.43,1,Degrading,1
2016-03-30,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0301,67.6,Medium,Manual Review,4.94,3.47,1,Degrading,1
2016-03-31,HOBBIES_1_287_CA_1_evaluation,2.0,0.0,-1.9,1.9,0.0302,65.8,Medium,Manual Review,4.94,3.43,1,Degrading,0
2016-04-01,HOBBIES_1_287_CA_1_evaluation,3.0,0.0,-1.9,1.9,0.0293,64.0,Medium,Manual Review,4.93,3.93,1,Degrading,0
2016-04-02,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0284,63.9,Medium,Manual Review,4.93,4.01,1,Degrading,1
2016-04-03,HOBBIES_1_287_CA_1_evaluation,0.0,0.8,-1.1,2.6,0.0285,63.9,Medium,Manual Review,4.93,3.92,1,Degrading,1
2016-04-04,HOBBIES_1_287_CA_1_evaluation,2.0,0.0,-1.9,1.9,0.0286,62.1,Medium,Manual Review,4.93,3.61,1,Degrading,0
2016-04-05,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0277,62.1,Medium,Manual Review,4.92,3.51,1,Degrading,1
2016-04-06,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0278,62.1,Medium,Manual Review,4.92,3.48,1,Degrading,1
2016-04-07,HOBBIES_1_287_CA_1_evaluation,3.0,0.0,-1.9,1.9,0.0279,60.3,Medium,Manual Review,4.92,3.44,1,Degrading,0
2016-04-08,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.027,60.3,Medium,Manual Review,4.92,3.9,1,Degrading,1
2016-04-09,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0271,60.3,Low,Manual Review,4.92,4.12,1,Degrading,1
2016-04-10,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0272,60.3,Medium,Manual Review,4.92,3.77,1,Degrading,1
2016-04-11,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0273,60.3,Medium,Manual Review,4.92,3.56,1,Degrading,1
2016-04-12,HOBBIES_1_287_CA_1_evaluation,0.0,0.4,-1.5,2.2,0.0274,60.3,Medium,Manual Review,4.92,3.27,1,Degrading,1
2016-04-13,HOBBIES_1_287_CA_1_evaluation,2.0,0.4,-1.5,2.2,0.0275,60.3,Medium,Manual Review,4.92,3.4,1,Degrading,1
2016-04-14,HOBBIES_1_287_CA_1_evaluation,2.0,0.4,-1.5,2.2,0.0276,60.3,Medium,Manual Review,4.92,3.55,1,Degrading,1
2016-04-15,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0277,60.3,Medium,Manual Review,4.92,3.96,1,Degrading,1
2016-04-16,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0278,60.3,Medium,Manual Review,4.92,4.04,1,Degrading,1
2016-04-17,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.0279,60.3,Medium,Manual Review,4.92,4.03,1,Degrading,1
2016-04-18,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.8,0.028,60.3,Medium,Manual Review,4.93,3.82,1,Degrading,1
2016-04-19,HOBBIES_1_287_CA_1_evaluation,2.0,0.4,-1.5,2.3,0.0281,60.3,Medium,Manual Review,4.93,3.38,1,Degrading,1
2016-04-20,HOBBIES_1_287_CA_1_evaluation,1.0,0.5,-1.3,2.4,0.0282,60.3,Medium,Manual Review,4.93,3.73,1,Degrading,1
2016-04-21,HOBBIES_1_287_CA_1_evaluation,1.0,0.6,-1.3,2.4,0.0283,60.3,Medium,Manual Review,4.93,3.24,1,Degrading,1
2016-04-22,HOBBIES_1_287_CA_1_evaluation,1.0,1.0,-0.9,2.9,0.0284,60.4,Medium,Manual Review,4.93,3.55,1,Degrading,1
2016-04-23,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.9,0.0285,60.4,Low,Manual Review,4.93,4.35,1,Degrading,1
2016-04-24,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0286,60.4,Medium,Manual Review,4.93,3.93,1,Degrading,1
2016-04-25,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0287,60.4,Medium,Manual Review,4.93,3.79,1,Degrading,1
2016-04-26,HOBBIES_1_287_CA_1_evaluation,0.0,0.5,-1.4,2.3,0.0288,60.4,Medium,Manual Review,4.93,3.34,1,Degrading,1
2016-04-27,HOBBIES_1_287_CA_1_evaluation,0.0,0.2,-1.7,2.0,0.0289,60.4,Medium,Manual Review,4.93,3.57,1,Degrading,1
2016-04-28,HOBBIES_1_287_CA_1_evaluation,0.0,0.1,-1.7,2.0,0.029,62.2,High,Escalate to Procurement,4.93,3.03,1,Degrading,1
2016-04-29,HOBBIES_1_287_CA_1_evaluation,0.0,0.4,-1.5,2.2,0.0291,63.9,Medium,Manual Review,4.93,3.54,1,Degrading,1
2016-04-30,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0292,64.0,High,Escalate to Procurement,4.93,2.75,1,Degrading,1
2016-05-01,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0293,64.0,High,Escalate to Procurement,4.93,2.8,1,Degrading,1
2016-05-02,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0294,65.7,High,Escalate to Procurement,4.93,2.84,1,Degrading,1
2016-05-03,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0295,65.7,High,Escalate to Procurement,4.93,1.88,1,Degrading,1
2016-05-04,HOBBIES_1_287_CA_1_evaluation,3.0,0.0,-1.9,1.9,0.0296,64.0,High,Escalate to Procurement,4.93,1.87,1,Degrading,0
2016-05-05,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0287,65.7,Medium,Manual Review,4.93,3.51,1,Degrading,1
2016-05-06,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0288,65.7,Medium,Manual Review,4.93,3.52,1,Degrading,1
2016-05-07,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0289,65.7,Medium,Manual Review,4.93,3.46,1,Degrading,1
2016-05-08,HOBBIES_1_287_CA_1_evaluation,2.0,0.0,-1.9,1.9,0.029,63.9,High,Escalate to Procurement,4.93,2.64,1,Degrading,0
2016-05-09,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0281,63.9,Medium,Manual Review,4.93,3.21,1,Degrading,1
2016-05-10,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0282,63.9,Medium,Manual Review,4.93,3.37,1,Degrading,1
2016-05-11,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0283,63.9,Medium,Manual Review,4.93,3.41,1,Degrading,1
2016-05-12,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0284,63.9,Medium,Manual Review,4.93,3.35,1,Degrading,1
2016-05-13,HOBBIES_1_287_CA_1_evaluation,2.0,0.0,-1.9,1.9,0.0285,62.1,High,Escalate to Procurement,4.93,2.66,1,Degrading,0
2016-05-14,HOBBIES_1_287_CA_1_evaluation,0.0,1.0,-0.9,2.8,0.0276,62.1,Medium,Manual Review,4.92,3.42,1,Degrading,1
2016-05-15,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0277,62.1,High,Escalate to Procurement,4.92,2.71,1,Degrading,1
2016-05-16,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0278,62.1,High,Escalate to Procurement,4.92,2.64,1,Degrading,1
2016-05-17,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0279,62.1,High,Escalate to Procurement,4.92,2.64,1,Degrading,1
2016-05-18,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.028,62.1,High,Escalate to Procurement,4.93,2.64,1,Degrading,1
2016-05-19,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0281,62.1,High,Escalate to Procurement,4.93,2.64,1,Degrading,1
2016-05-20,HOBBIES_1_287_CA_1_evaluation,0.0,0.0,-1.9,1.9,0.0282,62.1,High,Escalate to Procurement,4.93,2.61,1,Degrading,1
2016-05-21,HOBBIES_1_287_CA_1_evaluation,3.0,0.0,-1.9,1.9,0.0283,60.3,High,Escalate to Procurement,4.93,2.64,1,Degrading,0
2016-05-22,HOBBIES_1_287_CA_1_evaluation,1.0,0.0,-1.9,1.9,0.0274,60.3,High,Escalate to Procurement,4.92,2.64,1,Degrading,1
2015-08-10,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0275,60.3,High,Escalate to Procurement,4.92,2.65,1,Degrading,1
2015-08-11,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0276,60.3,High,Escalate to Procurement,4.92,2.63,1,Degrading,1
2015-08-12,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0277,60.3,High,Escalate to Procurement,4.92,2.63,1,Degrading,1
2015-08-13,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0278,60.3,High,Escalate to Procurement,4.92,2.64,1,Degrading,1
2015-08-14,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0279,60.3,High,Escalate to Procurement,4.92,2.62,1,Degrading,1
2015-08-15,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.028,60.3,High,Escalate to Procurement,4.93,2.69,1,Degrading,1
2015-08-16,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0281,60.3,High,Escalate to Procurement,4.93,2.67,1,Degrading,1
2015-08-17,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0282,60.3,High,Escalate to Procurement,4.93,2.65,1,Degrading,1
2015-08-18,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0283,60.3,High,Escalate to Procurement,4.93,2.58,1,Degrading,1
2015-08-19,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0284,62.1,High,Escalate to Procurement,4.93,2.63,1,Degrading,1
2015-08-20,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0285,62.1,High,Escalate to Procurement,4.93,2.63,1,Degrading,1
2015-08-21,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0286,62.1,High,Escalate to Procurement,4.93,2.63,1,Degrading,1
2015-08-22,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0287,62.1,High,Escalate to Procurement,4.93,2.69,1,Degrading,1
2015-08-23,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0288,63.9,High,Escalate to Procurement,4.93,2.67,1,Degrading,1
2015-08-24,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0289,63.9,High,Escalate to Procurement,4.93,2.65,1,Degrading,1
2015-08-25,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.029,63.9,High,Escalate to Procurement,4.93,2.64,1,Degrading,1
2015-08-26,HOBBIES_1_343_WI_3_evaluation,2.0,0.0,-1.9,1.9,0.0291,62.2,High,Escalate to Procurement,4.93,2.64,1,Degrading,0
2015-08-27,HOBBIES_1_343_WI_3_evaluation,4.0,0.0,-1.9,1.9,0.0282,60.3,High,Escalate to Procurement,4.93,2.57,1,Degrading,0
2015-08-28,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0273,62.1,High,Escalate to Procurement,4.92,2.71,1,Degrading,1
2015-08-29,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0274,62.1,High,Escalate to Procurement,4.92,2.87,1,Degrading,1
2015-08-30,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0275,62.1,High,Escalate to Procurement,4.92,2.82,1,Degrading,1
2015-08-31,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0276,62.1,High,Escalate to Procurement,4.92,2.64,1,Degrading,1
2015-09-01,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0277,62.1,High,Escalate to Procurement,4.92,2.62,1,Degrading,1
2015-09-02,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0278,62.1,High,Escalate to Procurement,4.92,2.59,1,Degrading,1
2015-09-03,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0279,62.1,High,Escalate to Procurement,4.92,2.74,1,Degrading,1
2015-09-04,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.028,62.1,High,Escalate to Procurement,4.93,2.62,1,Degrading,1
2015-09-05,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0281,63.9,High,Escalate to Procurement,4.93,2.67,1,Degrading,1
2015-09-06,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0282,63.9,High,Escalate to Procurement,4.93,2.64,1,Degrading,1
2015-09-07,HOBBIES_1_343_WI_3_evaluation,2.0,0.0,-1.9,1.9,0.0283,62.1,High,Escalate to Procurement,4.93,2.64,1,Degrading,0
2015-09-08,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0274,62.1,Medium,Manual Review,4.92,3.27,1,Degrading,1
2015-09-09,HOBBIES_1_343_WI_3_evaluation,1.0,0.0,-1.9,1.9,0.0275,62.1,Medium,Manual Review,4.92,3.38,1,Degrading,1
2015-09-10,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0276,62.1,Medium,Manual Review,4.92,3.44,1,Degrading,1
2015-09-11,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0277,62.1,High,Escalate to Procurement,4.92,2.65,1,Degrading,1
2015-09-12,HOBBIES_1_343_WI_3_evaluation,0.0,0.0,-1.9,1.9,0.0278,62.1,High,Escalate to Procurement,4.92,2.69,1,Degrading,1
2015-09-13,HOBBIES_1_343_WI_3_evaluation,3.0,0.0,-1.9,1.9,0.0279,60.3,High,Escalate to Procurement,4.92,2.66,1,Degrading,0
